"Data Source","World Development Indicators",

"Last Updated Date","2017-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Europe & Central Asia (excluding high income)","ECA","Population ages 65 and above, male","SP.POP.65UP.MA.IN","5926096","6090783","6250730","6410185","6572639","6741045","6941545","7145644","7352624","7565834","7788395","8084412","8357911","8615115","8872179","9137609","9463133","9798119","10096370","10287372","10345065","10357991","10250590","10082016","9929784","9829228","9898918","9988797","10133644","10379614","10734544","11274129","11920704","12591191","13140084","13527817","13936121","14186945","14347002","14539081","14798269","15265560","15778216","16264288","16557955","16584951","16644677","16518628","16312565","16157378","16085255","16213082","16378321","16572999","16798096","17079810","17575592","",
"Europe & Central Asia","ECS","Population ages 65 and above, male","SP.POP.65UP.MA.IN","21602133","22074866","22551803","23034308","23528729","24045384","24742355","25429828","26104563","26769212","27396893","28206025","28963241","29649326","30283779","30878165","31678984","32449543","33100197","33483670","33537664","33534103","33195147","32704369","32306406","32131444","32485296","32990158","33631192","34375846","35184572","36310195","37509234","38678682","39675557","40481792","41466870","42250794","42915686","43614696","44379773","45499732","46686568","47845610","48776883","49384548","50114254","50612351","51013743","51478904","52097352","52945529","54045047","55267184","56518010","57773854","59299442","",
"Ecuador","ECU","Population ages 65 and above, male","SP.POP.65UP.MA.IN","95621","98271","100622","102781","104916","107104","109575","112015","114416","116749","119000","121674","124228","126759","129413","132271","136307","140498","144706","148730","152492","156992","161204","165282","169410","173701","179131","184650","190327","196225","202393","209883","217612","225596","233785","242183","252183","262224","272376","282722","293344","304566","315905","327613","339966","353167","365669","378998","392981","407265","421691","435258","448982","463672","480439","499947","521887","",
"Egypt, Arab Rep.","EGY","Population ages 65 and above, male","SP.POP.65UP.MA.IN","446541","463872","482062","500733","519030","536611","556167","574506","591832","608700","625452","645869","665950","685671","704754","723121","746028","767657","788246","808177","827660","851578","875090","898531","922211","946476","975670","1004430","1033306","1063443","1095529","1134747","1175719","1216959","1256240","1292571","1336817","1375546","1410047","1441959","1472000","1507567","1540836","1570474","1594049","1610980","1632279","1647702","1663019","1685993","1721042","1786091","1857258","1930836","2002529","2070350","2141923","",
"Euro area","EMU","Population ages 65 and above, male","SP.POP.65UP.MA.IN","10893411","11101344","11311716","11528208","11752411","11992351","12333247","12663632","12985563","13297900","13573584","13910488","14224100","14496913","14732180","14933769","15241219","15523375","15751031","15865382","15840763","15809312","15623294","15372388","15178979","15116579","15303837","15598598","15968818","16363701","16742956","17203398","17660325","18090411","18485249","18863069","19338152","19781624","20206146","20643949","21110832","21647355","22217960","22795970","23340518","23825650","24346903","24822644","25268061","25699081","26167805","26596039","27204051","27881987","28557548","29201198","29879646","",
"Eritrea","ERI","Population ages 65 and above, male","SP.POP.65UP.MA.IN","16569","16889","17231","17565","17849","18072","18557","18982","19384","19770","20159","20791","21425","22055","22673","23279","24148","24998","25836","26669","27513","28602","29654","30703","31767","32852","34313","35773","37148","38314","39202","40558","41589","42431","43238","44169","45528","47038","48712","50538","52477","54613","56803","58959","60981","62781","65185","67264","69067","70694","72225","74377","","","","","","",
"Spain","ESP","Population ages 65 and above, male","SP.POP.65UP.MA.IN","1017706","1040919","1063925","1086861","1112254","1140739","1177493","1217510","1258951","1296075","1334139","1374426","1410501","1444482","1476867","1508067","1550340","1591826","1630836","1665200","1694381","1726630","1753711","1778916","1807585","1842938","1894069","1948443","2005998","2066237","2128562","2195609","2269366","2345513","2422236","2499627","2572951","2648397","2722119","2788384","2845448","2878700","2921884","2971549","3021106","3076297","3145562","3225220","3301771","3358892","3405488","3485144","3558731","3621254","3685513","3758349","3823463","",
"Estonia","EST","Population ages 65 and above, male","SP.POP.65UP.MA.IN","39000","39756","40562","41387","42304","43286","44598","45820","47082","48283","49340","50885","52087","52991","53780","54534","55520","56527","57309","57513","57103","57025","56362","55344","54316","53494","53605","53805","54084","54545","55201","57247","58771","59856","60913","61784","63110","64235","65179","66856","68667","70640","72454","73980","75013","75469","76184","76555","76782","76995","77271","78349","79512","80754","82030","83508","85661","",
"Ethiopia","ETH","Population ages 65 and above, male","SP.POP.65UP.MA.IN","240329","245116","249018","252923","257996","264814","277009","290490","304611","318521","331781","348463","364502","379482","392891","404448","427418","449821","472648","496658","522183","531807","541056","550450","560389","570742","604568","640179","676326","711938","746755","776584","804125","830070","856877","887163","911676","938286","964826","988529","1008218","1036465","1062558","1087552","1112969","1139893","1184870","1230899","1278019","1326162","1375311","1423057","1470362","1517523","1564763","1612323","1661716","",
"European Union","EUU","Population ages 65 and above, male","SP.POP.65UP.MA.IN","16159034","16490244","16831641","17182653","17544626","17923130","18451091","18965372","19460324","19939451","20378452","20925592","21445510","21911823","22326371","22692351","23209565","23679778","24055978","24254566","24241473","24203544","23933027","23566584","23285164","23191473","23489101","23927102","24454028","24981725","25461462","26070060","26657218","27212184","27709221","28171180","28789756","29367158","29899506","30435885","30957286","31619953","32293500","32980969","33621174","34186415","34849180","35437183","35995564","36578888","37242232","37941730","38868280","39892222","40916380","41889294","42931327","",
"Fragile and conflict affected situations","FCS","Population ages 65 and above, male","SP.POP.65UP.MA.IN","1728670","1778380","1821845","1860193","1895266","1927854","1990888","2051598","2109327","2163070","2212503","2288458","2360691","2429527","2495401","2558823","2648581","2735065","2817633","2895767","2969268","3065760","3154255","3235018","3308333","3374754","3475734","3570144","3660070","3747856","3853268","3989090","4127750","4267392","4405091","4539056","4670530","4789880","4899250","5001962","5100232","5237422","5370449","5499942","5626663","5751613","5922365","6088610","6250064","6405852","6557253","6751508","6938313","7125059","7321966","7535483","7811576","",
"Finland","FIN","Population ages 65 and above, male","SP.POP.65UP.MA.IN","120920","124167","127461","130868","134070","136939","141399","145940","150267","153888","157128","162829","169172","175180","180562","185096","191403","196863","201426","204834","207187","209690","211562","213013","214406","216010","220035","224148","228427","232998","237853","244840","251773","258291","264222","269489","275850","281831","287511","292943","298220","305938","313571","321080","328620","336252","343681","350868","358964","369479","383188","400308","420336","441718","462130","480080","497242","",
"Fiji","FJI","Population ages 65 and above, male","SP.POP.65UP.MA.IN","5231","5338","5473","5603","5675","5675","5801","5888","5960","6050","6174","6391","6614","6846","7077","7322","7579","7798","7968","8117","8247","8658","9082","9468","9751","9908","10182","10340","10414","10453","10486","10677","10868","11040","11167","11236","11601","11948","12263","12546","12799","13359","13916","14512","15189","15977","16603","17264","17948","18625","19289","20216","21132","22021","22870","23681","24631","",
"France","FRA","Population ages 65 and above, male","SP.POP.65UP.MA.IN","2009521","2049629","2096243","2147689","2200756","2253815","2325095","2393124","2456157","2512537","2561996","2634199","2695749","2748946","2797590","2842951","2905888","2969222","3020449","3039969","3019310","2994408","2928676","2849864","2797100","2791090","2844205","2938856","3056128","3167597","3257491","3347174","3433208","3505325","3572845","3642434","3722440","3799035","3871544","3942512","4011997","4091373","4166053","4234011","4294512","4347050","4405412","4449473","4493144","4556936","4653594","4789755","4956498","5144043","5330772","5501256","5664918","",
"Faroe Islands","FRO","Population ages 65 and above, male","SP.POP.65UP.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Population ages 65 and above, male","SP.POP.65UP.MA.IN","760","784","806","821","838","856","886","920","946","966","984","1057","1130","1212","1300","1409","1397","1387","1371","1352","1326","1374","1418","1456","1487","1514","1547","1568","1590","1606","1627","1671","1701","1710","1713","1733","1786","1841","1869","1869","1829","1866","1892","1908","1916","1908","1877","1832","1789","1757","1743","1775","1816","1881","1962","2057","2195","",
"Gabon","GAB","Population ages 65 and above, male","SP.POP.65UP.MA.IN","15210","15402","15548","15642","15693","15701","15990","16245","16460","16637","16767","17120","17439","17730","17986","18210","18623","19002","19348","19674","19979","20451","20902","21331","21739","22120","22662","23172","23671","24171","24680","25301","25910","26509","27090","27662","28326","28961","29568","30154","30715","31257","31764","32261","32761","33287","33778","34268","34771","35307","35887","36652","37445","38221","38913","39511","40433","",
"United Kingdom","GBR","Population ages 65 and above, male","SP.POP.65UP.MA.IN","2375639","2407867","2438493","2464507","2487965","2513501","2569662","2626199","2679804","2727928","2771891","2848086","2915549","2972895","3020977","3061678","3129968","3190358","3241789","3280680","3302713","3335470","3345544","3346655","3353180","3370230","3420451","3475879","3530844","3577019","3610155","3661263","3697332","3721710","3740254","3755537","3790426","3820616","3849111","3877596","3906603","3955282","4003607","4051960","4102162","4154814","4237292","4317614","4402160","4500305","4620615","4756097","4907325","5065649","5218941","5355713","5483828","",
"Georgia","GEO","Population ages 65 and above, male","SP.POP.65UP.MA.IN","133200","132051","130047","127600","125142","122906","123010","123103","123189","123215","123095","126066","128561","130545","132356","133928","136694","139454","141757","143333","143822","143333","141853","139866","137971","136682","137514","138452","140535","143586","148746","159393","172228","185757","194384","196802","200030","201742","203677","206348","210250","217424","225610","231937","235761","236108","235237","231572","226303","220794","215900","212347","209425","207055","204923","205005","206941","",
"Ghana","GHA","Population ages 65 and above, male","SP.POP.65UP.MA.IN","74489","77373","80244","83012","85510","87713","90748","93285","95470","97509","99525","103106","106751","110271","113435","116109","119786","122775","125366","127919","130624","135496","140862","146524","152248","157886","164446","170698","176734","182673","188611","199148","209699","220155","230369","240228","247375","253891","259926","265711","271397","281999","292743","303480","313979","324048","333919","342684","350856","359266","368396","379002","390675","402538","413338","422520","434178","",
"Gibraltar","GIB","Population ages 65 and above, male","SP.POP.65UP.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Population ages 65 and above, male","SP.POP.65UP.MA.IN","61549","61700","61451","60875","60093","59130","60137","60964","61527","61698","61424","62681","63381","63571","63342","62730","64000","64946","65613","66025","66196","68203","70333","72491","74583","76535","79563","82617","85911","89715","94156","99490","105701","112349","118879","124990","129091","131893","133777","135186","136426","138487","140125","141386","142303","142896","145953","148884","151534","153657","155161","158599","161511","164330","167650","171768","178424","",
"Gambia, The","GMB","Population ages 65 and above, male","SP.POP.65UP.MA.IN","3447","3627","3799","3977","4164","4356","4657","4939","5193","5436","5691","6113","6560","7006","7414","7763","8193","8564","8907","9239","9582","9789","10004","10248","10556","10936","11416","11957","12489","12933","13260","13757","14167","14522","14884","15285","15661","16059","16457","16862","17272","17559","17841","18136","18489","18908","19463","20081","20708","21275","21743","22224","22613","22969","23374","23878","24576","",
"Guinea-Bissau","GNB","Population ages 65 and above, male","SP.POP.65UP.MA.IN","7927","8147","8345","8514","8631","8689","8911","9094","9269","9472","9714","10188","10675","11148","11564","11893","12272","12457","12470","12330","12060","12340","12632","12896","13120","13268","13537","13753","13917","14033","14097","14370","14587","14747","14842","14867","15133","15349","15512","15618","15673","15907","16096","16280","16485","16737","17172","17643","18128","18580","18984","19574","20123","20670","21307","22056","23078","",
"Equatorial Guinea","GNQ","Population ages 65 and above, male","SP.POP.65UP.MA.IN","5780","5858","5908","5934","5952","5955","6073","6183","6254","6242","6146","6109","5950","5702","5390","5036","4952","4860","4795","4780","4818","5054","5417","5850","6299","6732","7022","7265","7482","7697","7930","8170","8402","8646","8910","9212","9478","9762","10068","10381","10693","11011","11337","11676","12040","12446","12837","13268","13722","14179","14632","15041","15426","15808","16224","16699","17172","",
"Greece","GRC","Population ages 65 and above, male","SP.POP.65UP.MA.IN","243952","249788","255682","261460","267394","273726","293981","315738","338577","362745","389084","403224","418628","432884","445370","458649","476598","491986","505884","518045","527393","533064","537197","541461","545800","550036","553916","558670","566144","578510","598435","617503","635525","653740","672087","690418","710967","731527","751922","769904","786607","808486","828222","845375","860242","872873","883082","888690","892576","898005","905726","915480","925569","936078","946471","954850","958793","",
"Grenada","GRD","Population ages 65 and above, male","SP.POP.65UP.MA.IN","1524","1567","1614","1641","1655","1656","1676","1695","1714","1729","1746","1855","1954","2043","2125","2199","2255","2312","2382","2455","2546","2566","2588","2599","2583","2526","2576","2620","2684","2798","2976","3004","3061","3127","3165","3145","3169","3146","3111","3097","3108","3105","3121","3147","3153","3142","3134","3113","3081","3045","3020","3022","3038","3058","3093","3136","3211","",
"Greenland","GRL","Population ages 65 and above, male","SP.POP.65UP.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Population ages 65 and above, male","SP.POP.65UP.MA.IN","53445","55612","57690","59713","61751","63853","66518","69210","71823","74220","76341","78910","81233","83395","85532","87724","90882","94060","97208","100267","103254","106992","110686","114426","118327","122494","127543","132761","138110","143573","149135","156049","162780","169287","175567","181637","189094","196563","203929","211016","217778","225399","232766","239915","246985","254045","260629","267460","274411","281243","287901","295501","302697","310155","318875","329377","341221","",
"Guam","GUM","Population ages 65 and above, male","SP.POP.65UP.MA.IN","485","500","513","536","556","573","598","614","635","654","665","723","786","857","937","1016","1074","1143","1222","1312","1411","1480","1550","1651","1768","1902","2002","2107","2222","2350","2500","2693","2884","3070","3238","3385","3539","3661","3773","3880","3991","4147","4308","4466","4598","4711","4833","4932","5031","5149","5303","5514","5754","6019","6293","6574","6860","",
"Guyana","GUY","Population ages 65 and above, male","SP.POP.65UP.MA.IN","7984","8347","8723","9094","9436","9712","9991","10256","10548","10856","11117","11393","11647","11945","12294","12597","12859","13101","13419","13791","14097","14280","14528","14972","15475","15739","15035","14221","13626","13419","13498","13637","13731","13768","13739","13633","13831","13951","14007","14013","13995","14145","14318","14462","14507","14415","14669","14801","14896","15070","15387","15705","16168","16714","17251","17738","18334","",
"High income","HIC","Population ages 65 and above, male","SP.POP.65UP.MA.IN","27409539","28027146","28591676","29146341","29706671","30274081","31080190","31862540","32599866","33361890","34053649","34992200","35848902","36605912","37351618","38046484","39004518","39962237","40860942","41604002","42113526","42595868","42807687","42894503","43055275","43413865","44244281","45208002","46263445","47343284","48407447","49707002","50949073","52134686","53245439","54317904","55572254","56754616","57888927","59014268","60153143","61570454","62997837","64423868","65833447","67211659","68770510","70295857","71881129","73579189","75498328","77557285","79986012","82596386","85249155","87840859","90515433","",
"Hong Kong SAR, China","HKG","Population ages 65 and above, male","SP.POP.65UP.MA.IN","25068","26403","28232","29999","31519","33146","35853","39357","42964","46776","51712","57652","63900","71176","79464","87808","93066","99426","106917","119100","128548","138842","147602","155638","162380","169309","178889","188422","197989","208248","217281","226176","235210","246750","260357","273954","294548","305332","316085","326949","337358","349821","361049","369140","379030","385318","393664","400556","406034","412493","425403","438632","458310","477650","499089","520850","542197","",
"Honduras","HND","Population ages 65 and above, male","SP.POP.65UP.MA.IN","30694","31603","32507","33375","34165","34863","35997","37061","38064","39039","40004","41321","42635","43959","45301","46662","48459","50279","52041","53642","55025","56542","57900","59224","60696","62429","64771","67347","70083","72846","75575","78506","81376","84268","87331","90645","94230","98030","101984","105978","109971","113949","117902","121830","125742","129662","133623","137621","141739","146043","150650","155489","160542","165994","172072","178908","186433","",
"Heavily indebted poor countries (HIPC)","HPC","Population ages 65 and above, male","SP.POP.65UP.MA.IN","2085756","2139103","2186875","2230507","2271882","2311970","2389492","2465308","2538502","2607654","2672259","2769909","2862788","2951059","3034865","3114199","3232843","3348039","3459791","3567446","3670556","3783736","3888718","3987447","4081955","4173028","4324363","4474841","4624294","4772433","4919018","5093927","5266410","5436008","5603257","5769711","5946454","6115989","6278681","6432733","6576890","6774618","6964871","7150643","7335256","7520463","7769254","8015307","8258933","8500591","8741967","9017506","9292049","9568389","9849400","10137834","10482839","",
"Croatia","HRV","Population ages 65 and above, male","SP.POP.65UP.MA.IN","111222","115075","119379","123969","128609","133198","139483","145485","151286","157044","162939","170952","178758","186107","192604","198060","202992","206487","209766","210681","209403","206238","201146","194892","189049","184624","185261","186829","189363","192517","196636","193245","199670","216028","225323","234964","235910","249022","253214","263722","263125","272498","281163","289050","294588","297361","300308","300240","299086","298710","300197","294317","298370","303571","308649","312289","319004","",
"Haiti","HTI","Population ages 65 and above, male","SP.POP.65UP.MA.IN","56546","58553","60563","62595","64695","66879","69771","72697","75579","78289","80784","83914","86781","89430","91916","94268","97553","100609","103444","106058","108436","111472","114231","116705","118919","120912","123425","125865","128128","130076","131670","134438","136709","138667","140549","142476","145603","148631","151595","154477","157285","161273","165067","168711","172284","175827","181158","186442","191397","195647","199022","203439","207092","210528","214476","219374","226141","",
"Hungary","HUN","Population ages 65 and above, male","SP.POP.65UP.MA.IN","374720","386235","397939","409919","422376","434610","449392","463032","475515","487277","498182","509439","519572","529138","539311","550485","566524","581779","592991","595916","589223","576979","556817","533461","513498","500670","508083","518983","530858","535403","536137","545050","551059","554299","555434","555004","562476","568698","573092","574724","573597","577388","577347","575332","573775","573568","576514","580265","583696","585681","585275","596270","604021","612951","623910","638096","660242","",
"IBRD only","IBD","Population ages 65 and above, male","SP.POP.65UP.MA.IN","31831593","32550439","33251622","33964718","34574836","35115865","36513234","37884001","39242838","40581847","41892307","43644758","45318910","46933594","48510888","50060860","52079427","54064214","55994805","57798840","59431841","61395713","63191534","64839705","66395988","67944089","69948969","71898401","73846175","75897482","78125962","80917842","83887217","86927944","89842614","92558612","95996410","99103754","101999642","104886438","107819830","111466566","115115163","118662303","121862199","124630619","127699447","130446033","133067821","135795810","138743801","142536160","146401444","150582005","155451060","161239820","168480366","",
"IDA & IBRD total","IBT","Population ages 65 and above, male","SP.POP.65UP.MA.IN","37539414","38404769","39240599","40077778","40803690","41454396","43060858","44634168","46186275","47705595","49182311","51191232","53104478","54944581","56738217","58498787","60798438","63054862","65246905","67300449","69170835","71431661","73506125","75417582","77225501","79016303","81390952","83701289","86003470","88406768","90988211","94241733","97668593","101157700","104507157","107646064","111585219","115165239","118511130","121829157","125181628","129370963","133545416","137603649","141299668","144549650","148230407","151558878","154735538","157995660","161465695","165895147","170374855","175159686","180627452","187017456","195017512","",
"IDA total","IDA","Population ages 65 and above, male","SP.POP.65UP.MA.IN","5707821","5854330","5988977","6113060","6228854","6338531","6547624","6750167","6943437","7123748","7290004","7546474","7785568","8010987","8227329","8437927","8719011","8990648","9252100","9501609","9738994","10035948","10314591","10577877","10829513","11072214","11441983","11802888","12157295","12509286","12862249","13323891","13781376","14229756","14664543","15087452","15588809","16061485","16511488","16942719","17361798","17904397","18430253","18941346","19437469","19919031","20530960","21112845","21667717","22199850","22721894","23358987","23973411","24577681","25176392","25777636","26537146","",
"IDA blend","IDB","Population ages 65 and above, male","SP.POP.65UP.MA.IN","2236258","2286800","2335376","2380691","2421486","2457866","2524662","2588401","2649299","2707140","2761868","2846261","2924487","2998908","3072386","3146694","3243008","3339405","3434999","3527806","3617257","3730879","3839807","3945743","4050683","4156119","4283196","4405591","4525577","4646333","4770621","4925123","5079645","5230666","5373105","5506043","5670738","5820626","5959813","6092694","6226460","6395771","6559556","6716501","6863909","7000750","7193953","7372871","7539322","7695258","7848505","8050136","8238153","8420510","8598205","8774406","9008684","",
"Indonesia","IDN","Population ages 65 and above, male","SP.POP.65UP.MA.IN","1453210","1476426","1495291","1510795","1524404","1537266","1576265","1612774","1648571","1686046","1726443","1792187","1858679","1924758","1988888","2050326","2133516","2213312","2287868","2354640","2412704","2486795","2552410","2612461","2670720","2729763","2812534","2894959","2977904","3062247","3148857","3267861","3383597","3496838","3608933","3721193","3858718","3994218","4129213","4264485","4399830","4525046","4632519","4719531","4786103","4836293","4958171","5064348","5155098","5223103","5258143","5383142","5484859","5581597","5697417","5846125","6071379","",
"IDA only","IDX","Population ages 65 and above, male","SP.POP.65UP.MA.IN","3471563","3567530","3653601","3732369","3807368","3880665","4022962","4161766","4294138","4416608","4528136","4700213","4861081","5012079","5154943","5291233","5476003","5651243","5817101","5973803","6121737","6305069","6474784","6632134","6778830","6916095","7158787","7397297","7631718","7862953","8091628","8398768","8701731","8999090","9291438","9581409","9918071","10240859","10551675","10850025","11135338","11508626","11870697","12224845","12573560","12918281","13337007","13739974","14128395","14504592","14873389","15308851","15735258","16157171","16578187","17003230","17528462","",
"Isle of Man","IMN","Population ages 65 and above, male","SP.POP.65UP.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Population ages 65 and above, male","SP.POP.65UP.MA.IN","6772892","7050644","7326089","7586129","7816876","8011920","8303821","8565748","8808772","9045295","9282000","9647011","10007108","10353365","10675767","10970211","11358701","11718218","12053665","12371238","12675804","13102794","13500266","13869038","14213582","14538979","14995237","15425399","15828221","16203497","16555205","17139833","17692758","18213991","18706477","19175224","19855591","20502172","21120416","21717848","22301914","23080188","23837355","24566005","25255765","25907320","26756282","27576611","28372241","29145739","29908836","30865578","31795999","32759859","33835926","35070331","36631791","",
"Not classified","INX","Population ages 65 and above, male","SP.POP.65UP.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population ages 65 and above, male","SP.POP.65UP.MA.IN","149424","148951","149167","149427","149246","148564","148859","149194","149247","149023","148625","149546","150114","150509","151251","152511","154679","157129","159748","161598","162192","164763","165964","166121","165986","165203","166205","167185","167282","166909","166620","167171","167189","166549","165832","165649","166350","167633","169253","171272","173892","177422","181443","185643","190377","195921","204150","212909","220228","226056","231841","241114","250877","261383","272673","286640","300901","",
"Iran, Islamic Rep.","IRN","Population ages 65 and above, male","SP.POP.65UP.MA.IN","438049","437912","434970","430435","426005","422466","429004","436016","442743","448206","452041","464273","475273","485029","493575","501045","515830","530031","543775","556904","569455","592106","614317","638629","668503","705954","754961","810017","867538","922524","972287","1016803","1056399","1094139","1133973","1178240","1225558","1275412","1326948","1378629","1429623","1507178","1589449","1675491","1761772","1844343","1873490","1895805","1913539","1929909","1947344","1959064","1973510","1995865","2033174","2089238","2169894","",
"Iraq","IRQ","Population ages 65 and above, male","SP.POP.65UP.MA.IN","103617","111323","118294","124939","131959","139671","147945","156680","165736","174861","183958","193097","202390","211564","220289","228434","237309","245053","251877","258111","263867","271830","279186","285746","291114","295153","300333","304103","306902","309316","311727","315766","319958","324390","329117","334200","341810","349515","357289","365113","373022","381763","390057","398033","405868","413721","424219","434170","443149","450358","455538","463558","469805","476405","486423","501457","523078","",
"Iceland","ISL","Population ages 65 and above, male","SP.POP.65UP.MA.IN","6403","6609","6811","7009","7209","7421","7626","7822","8005","8149","8248","8396","8583","8756","8919","9079","9277","9461","9654","9866","10074","10253","10438","10610","10765","10910","11089","11335","11636","11912","12127","12441","12761","13044","13306","13527","13696","13920","14184","14444","14695","14994","15183","15328","15530","15887","16278","16734","17127","17327","17528","18049","18711","19540","20439","21355","22260","",
"Israel","ISR","Population ages 65 and above, male","SP.POP.65UP.MA.IN","46445","49595","53861","57961","62698","67686","71905","77725","82191","87412","93646","100244","106400","114407","121571","128204","134221","140607","146824","153219","158641","161918","163968","165419","166282","168559","171709","175403","179321","182997","188733","201124","208984","215709","223112","231788","238594","245574","252384","260135","268492","274934","280712","286056","291185","296171","302659","309191","316733","328646","341978","353357","366591","381484","397605","414593","433827","",
"Italy","ITA","Population ages 65 and above, male","SP.POP.65UP.MA.IN","2033421","2065599","2097127","2130023","2166197","2205665","2259162","2314468","2370988","2429036","2488832","2552365","2612852","2673454","2735099","2799005","2874465","2953025","3024139","3070513","3083141","3089063","3062183","3021679","2994697","2996133","3053687","3132455","3224640","3316736","3401124","3497432","3588206","3673980","3754888","3832868","3921873","4007217","4090008","4174523","4264441","4357142","4456352","4566737","4677318","4767874","4848976","4924672","5002659","5079352","5166687","5270947","5397163","5583164","5756268","5862229","5966021","",
"Jamaica","JAM","Population ages 65 and above, male","SP.POP.65UP.MA.IN","28160","30076","32361","34834","37386","40100","41293","42539","43831","45187","46587","48051","49469","50830","52095","53253","56036","58805","61578","64366","67116","69258","71243","73049","74656","76034","76944","77830","78770","79833","81070","82164","83349","84622","85961","87340","89283","91257","93235","95154","96974","97807","98586","99455","100524","101856","103282","104701","106145","107753","109681","112140","114936","117961","121100","124377","127771","",
"Jordan","JOR","Population ages 65 and above, male","SP.POP.65UP.MA.IN","20171","20545","20761","21002","21425","22111","22826","23911","25200","26515","27749","28705","29365","29813","30169","30522","31750","33070","34481","35982","37587","40721","43961","47231","50544","53979","54180","54538","55075","55850","56935","58087","59591","61387","63372","65481","68334","70781","72966","75142","77559","80738","84219","88058","92261","96826","101766","107255","113309","119932","127099","133827","141079","148617","156117","163418","169194","",
"Japan","JPN","Population ages 65 and above, male","SP.POP.65UP.MA.IN","2254101","2368108","2442572","2518587","2594950","2672331","2764350","2857514","2931900","3054148","3144608","3263573","3379003","3471318","3604820","3736233","3860464","4005471","4153763","4292512","4415718","4553267","4670498","4780292","4894398","5022195","5169067","5322067","5490963","5686389","5910670","6161519","6435282","6728065","7036611","7351808","7676146","7998959","8323987","8640880","8956366","9282483","9609039","9937156","10251481","10569076","10885889","11202168","11520465","11864642","12257954","12640877","13062094","13497848","13912651","14287848","14607271","",
"Kazakhstan","KAZ","Population ages 65 and above, male","SP.POP.65UP.MA.IN","240550","243018","243914","243572","242390","240720","242182","242843","242829","242193","240996","247183","251756","255042","257752","260285","267154","274024","279672","282379","281491","281196","278435","274154","269569","265416","266167","266582","268184","275453","285364","306101","329876","352655","367777","374009","374805","366476","353577","345677","344705","361169","381437","400189","411061","411407","413528","409332","401954","400490","395929","402053","407245","410936","414232","419172","431290","",
"Kenya","KEN","Population ages 65 and above, male","SP.POP.65UP.MA.IN","130131","134672","139049","143285","147387","151358","156313","161121","165856","170620","175458","181682","187870","193958","199872","205571","212220","218706","225019","231097","236940","243968","250698","257230","263718","270268","277640","284912","292168","299546","307185","316026","324947","333900","342766","351451","362720","372727","381572","389410","396284","404329","412110","419149","424667","428438","435390","440936","446134","452536","461056","474105","489315","506498","525275","545516","569826","",
"Kyrgyz Republic","KGZ","Population ages 65 and above, male","SP.POP.65UP.MA.IN","69464","70069","70055","69836","69530","69096","69548","69944","70250","70186","69558","70350","70623","70466","70250","70012","70710","71481","72025","71985","71158","70767","69891","68819","67836","67115","67116","67241","67728","69415","72241","76630","81559","85652","88710","91202","94720","96934","98580","100507","102946","107388","112053","116188","118494","118035","115650","111503","106601","102086","97909","97404","97114","97098","97660","99463","103492","",
"Cambodia","KHM","Population ages 65 and above, male","SP.POP.65UP.MA.IN","59747","61846","63554","64856","65808","66443","68445","70001","71180","72022","72558","75208","77552","79218","79839","79275","78271","75610","71720","67054","61822","65252","68951","72896","77144","81604","85494","90076","95022","99837","104360","111127","117558","123818","130367","137392","143379","149105","154414","158894","162257","169333","175543","181003","185862","190250","196232","201738","207002","212270","217765","224540","231629","239186","247549","256941","269238","",
"Kiribati","KIR","Population ages 65 and above, male","SP.POP.65UP.MA.IN","648","667","674","682","690","699","706","710","716","729","739","758","782","806","828","845","854","855","851","847","842","860","883","914","945","973","998","1014","1025","1031","1037","1074","1101","1122","1138","1142","1147","1146","1141","1124","1107","1150","1194","1232","1257","1272","1310","1342","1361","1381","1398","1444","1495","1549","1610","1675","1754","",
"St. Kitts and Nevis","KNA","Population ages 65 and above, male","SP.POP.65UP.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
